name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Klink;Giaruギアル;Gear Pokémon;"['Plus', 'Minus', 'Clear Body']";steel;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;55;5120;70;300;130;70;1059860;0.3;40;;599;45;60;30;21;5;0
Klang;Gigiaruギギアル;Gear Pokémon;"['Plus', 'Minus', 'Clear Body']";steel;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;80;5120;70;440;60;95;1059860;0.6;60;;600;70;85;50;51;5;0
Klinklang;Gigigiaruギギギアル;Gear Pokémon;"['Plus', 'Minus', 'Clear Body']";steel;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;100;5120;70;520;30;115;1059860;0.6;60;;601;70;85;90;81;5;0
Tynamo;Shibishirasuシビシラス;EleFish Pokémon;['Levitate'];electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;55;5120;70;275;190;40;1250000;0.2;35;50;602;45;40;60;0.3;5;0
Eelektrik;Shibibeelシビビール;EleFish Pokémon;['Levitate'];electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;5120;70;405;60;70;1250000;1.2;65;50;603;75;70;40;22;5;0
Eelektross;Shibirudonシビルドン;EleFish Pokémon;['Levitate'];electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;115;5120;70;515;30;80;1250000;2.1;85;50;604;105;80;50;80.5;5;0
Elgyem;Ligrayリグレー;Cerebral Pokémon;"['Telepathy', 'Synchronize', 'Analytic']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;5120;70;335;255;55;1000000;0.5;55;50;605;85;55;30;9;5;0
Beheeyem;Ohbemオーベム;Cerebral Pokémon;"['Telepathy', 'Synchronize', 'Analytic']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;5120;70;485;90;75;1000000;1;75;50;606;125;95;40;34.5;5;0
Litwick;Hitomoshiヒトモシ;Candle Pokémon;"['Flash Fire', 'Flame Body', 'Infiltrator']";ghost;fire;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;30;5120;70;275;190;55;1059860;0.3;50;50;607;65;55;20;3.1;5;0
Lampent;Lamplerランプラー;Lamp Pokémon;"['Flash Fire', 'Flame Body', 'Infiltrator']";ghost;fire;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;40;5120;70;370;90;60;1059860;0.6;60;50;608;95;60;55;13;5;0
Chandelure;Chandelaシャンデラ;Luring Pokémon;"['Flash Fire', 'Flame Body', 'Infiltrator']";ghost;fire;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;55;5120;70;520;45;90;1059860;1;60;50;609;145;90;80;34.3;5;0
Axew;Kibagoキバゴ;Tusk Pokémon;"['Rivalry', 'Mold Breaker', 'Unnerve']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;87;10240;35;320;75;60;1250000;0.6;46;50;610;30;40;57;18;5;0
Fraxure;Onondoオノンド;Axe Jaw Pokémon;"['Rivalry', 'Mold Breaker', 'Unnerve']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;117;10240;35;410;60;70;1250000;1;66;50;611;40;50;67;36;5;0
Haxorus;Ononokusオノノクス;Axe Jaw Pokémon;"['Rivalry', 'Mold Breaker', 'Unnerve']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;147;10240;35;540;45;90;1250000;1.8;76;50;612;60;70;97;105.5;5;0
Cubchoo;Kumasyunクマシュン;Chill Pokémon;"['Snow Cloak', 'Slush Rush', 'Rattled']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;70;5120;70;305;120;40;1000000;0.5;55;50;613;60;40;40;8.5;5;0
Beartic;Tunbearツンベアー;Freezing Pokémon;"['Snow Cloak', 'Slush Rush', 'Swift Swim']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;130;5120;70;505;60;80;1000000;2.6;95;50;614;70;80;50;260;5;0
Cryogonal;Freegeoフリージオ;Crystallizing Pokémon;['Levitate'];ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;6400;70;515;25;50;1000000;1.1;80;;615;95;135;105;148;5;0
Shelmet;Chobomakiチョボマキ;Snail Pokémon;"['Hydration', 'Shell Armor', 'Overcoat']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;40;3840;70;305;200;85;1000000;0.4;50;50;616;40;65;25;7.7;5;0
Accelgor;Agilderアギルダー;Shell Out Pokémon;"['Hydration', 'Sticky Hold', 'Unburden']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;70;3840;70;495;75;40;1000000;0.8;80;50;617;100;60;145;25.3;5;0
Stunfisk;Maggyoマッギョ;Trap Pokémon;"['Static', 'Limber', 'Sand Veil']";ground;electric;1;1;1;0;1;1;1;0.5;1;2;2;2;1;0.5;1;0.5;0.5;2;66;5120;70;471;75;84;1000000;0.7;109;50;618;81;99;32;11;5;0
Mienfoo;Kojofuコジョフー;Martial Arts Pokémon;"['Inner Focus', 'Regenerator', 'Reckless']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;85;6400;70;350;180;50;1059860;0.9;45;50;619;55;50;65;20;5;0
Mienshao;Kojondoコジョンド;Martial Arts Pokémon;"['Inner Focus', 'Regenerator', 'Reckless']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;6400;70;510;45;60;1059860;1.4;65;50;620;95;60;105;35.5;5;0
Druddigon;Crimganクリムガン;Cave Pokémon;"['Rough Skin', 'Sheer Force', 'Mold Breaker']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;120;7680;70;485;45;90;1000000;1.6;77;50;621;60;90;48;139;5;0
Golett;Gobitゴビット;Automaton Pokémon;"['Iron Fist', 'Klutz', 'No Guard']";ground;ghost;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;74;6400;70;303;190;50;1000000;1;59;;622;35;50;35;92;5;0
Golurk;Goloogゴルーグ;Automaton Pokémon;"['Iron Fist', 'Klutz', 'No Guard']";ground;ghost;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;124;6400;70;483;90;80;1000000;2.8;89;;623;55;80;55;330;5;0
Pawniard;Komatanaコマタナ;Sharp Blade Pokémon;"['Defiant', 'Inner Focus', 'Pressure']";dark;steel;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;85;5120;35;340;120;70;1000000;0.5;45;50;624;40;40;60;10.2;5;0
Bisharp;Kirikizanキリキザン;Sword Blade Pokémon;"['Defiant', 'Inner Focus', 'Pressure']";dark;steel;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;125;5120;35;490;45;100;1000000;1.6;65;50;625;60;70;70;70;5;0
Bouffalant;Buffronバッフロン;Bash Buffalo Pokémon;"['Reckless', 'Sap Sipper', 'Soundproof']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;5120;70;490;45;95;1000000;1.6;95;50;626;40;95;55;94.6;5;0
Rufflet;Washibonワシボン;Eaglet Pokémon;"['Keen Eye', 'Sheer Force', 'Hustle']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;83;5120;70;350;190;50;1250000;0.5;70;100;627;37;50;60;10.5;5;0
Braviary;Warrgleウォーグル;Valiant Pokémon;"['Keen Eye', 'Sheer Force', 'Defiant']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;123;5120;70;510;60;75;1250000;1.5;100;100;628;57;75;80;41;5;0
Vullaby;Valchaiバルチャイ;Diapered Pokémon;"['Big Pecks', 'Overcoat', 'Weak Armor']";dark;flying;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;55;5120;35;370;190;75;1250000;0.5;70;0;629;45;65;60;9;5;0
Mandibuzz;Vulginaバルジーナ;Bone Vulture Pokémon;"['Big Pecks', 'Overcoat', 'Weak Armor']";dark;flying;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;65;5120;35;510;60;105;1250000;1.2;110;0;630;55;95;80;39.5;5;0
Heatmor;Kuitaranクイタラン;Anteater Pokémon;"['Gluttony', 'Flash Fire', 'White Smoke']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;97;5120;70;484;90;66;1000000;1.4;85;50;631;105;66;65;58;5;0
Durant;Aiantアイアント;Iron Ant Pokémon;"['Swarm', 'Hustle', 'Truant']";bug;steel;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;109;5120;70;484;90;112;1000000;0.3;58;50;632;48;48;109;33;5;0
Deino;Monozuモノズ;Irate Pokémon;['Hustle'];dark;dragon;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;65;10240;35;300;45;50;1250000;0.8;52;50;633;45;50;38;17.3;5;0
Zweilous;Diheadジヘッド;Hostile Pokémon;['Hustle'];dark;dragon;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;85;10240;35;420;45;70;1250000;1.4;72;50;634;65;70;58;50;5;0
Hydreigon;Sazandoraサザンドラ;Brutal Pokémon;['Levitate'];dark;dragon;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;105;10240;35;600;45;90;1250000;1.8;92;50;635;125;90;98;160;5;0
Larvesta;Merlarvaメラルバ;Torch Pokémon;"['Flame Body', 'Swarm']";bug;fire;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;85;10240;70;360;45;55;1250000;1.1;55;50;636;50;55;60;28.8;5;0
Volcarona;Ulgamothウルガモス;Sun Pokémon;"['Flame Body', 'Swarm']";bug;fire;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;60;10240;70;550;15;65;1250000;1.6;85;50;637;135;105;100;46;5;0
Cobalion;Cobalonコバルオン;Iron Will Pokémon;['Justified'];steel;fighting;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;90;20480;35;580;3;129;1250000;2.1;91;;638;90;72;108;250;5;1
Terrakion;Terrakionテラキオン;Cavern Pokémon;['Justified'];rock;fighting;0.5;0.5;1;1;2;2;0.5;1;1;2;2;1;0.5;0.5;2;0.5;2;2;129;20480;35;580;3;90;1250000;1.9;91;;639;72;90;108;260;5;1
Virizion;Virizionビリジオン;Grassland Pokémon;['Justified'];grass;fighting;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;90;20480;35;580;3;72;1250000;2;91;;640;90;129;108;200;5;1
Tornadus;Tornelos (keshin Forme)トルネロス;Cyclone Pokémon;"['Prankster', 'Defiant', 'Regenerator']";flying;;0.5;1;1;2;1;0.5;1;1;1;0.5;0;2;1;1;1;2;1;1;100;30720;90;580;3;80;1250000;1.5;79;100;641;110;90;121;63;5;1
Thundurus;Voltolos (keshin Forme)ボルトロス;Bolt Strike Pokémon;"['Prankster', 'Defiant', 'Volt Absorb']";electric;flying;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;105;30720;90;580;3;70;1250000;1.5;79;100;642;145;80;101;61;5;1
Reshiram;Reshiramレシラム;Vast White Pokémon;['Turboblaze'];dragon;fire;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;120;30720;0;680;3;100;1250000;3.2;100;;643;150;120;90;330;5;1
Zekrom;Zekromゼクロム;Deep Black Pokémon;['Teravolt'];dragon;electric;1;1;2;0.25;2;1;0.5;0.5;1;0.5;2;2;1;1;1;1;0.5;0.5;150;30720;0;680;3;120;1250000;2.9;100;;644;120;100;90;345;5;1
Landorus;Landlos (keshin Forme)ランドロス;Abundance Pokémon;"['Sand Force', 'Sheer Force', 'Intimidate']";ground;flying;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;145;30720;90;600;3;90;1250000;1.5;89;100;645;105;80;91;68;5;1
Kyurem;Kyuremキュレム;Boundary Pokémon;"['Pressure', 'Teravolt', 'Turboblaze']";dragon;ice;1;1;2;0.5;2;2;1;1;1;0.5;1;1;1;1;1;2;2;0.5;120;30720;0;700;3;90;1250000;3;125;;646;170;100;95;325;5;1
Keldeo;Keldeo (itsumo No Sugata)ケルディオ;Colt Pokémon;['Justified'];water;fighting;0.5;0.5;1;2;2;1;0.5;2;1;2;1;0.5;1;1;2;0.5;0.5;0.5;72;20480;35;580;3;90;1250000;1.4;91;;647;129;90;108;48.5;5;1
Meloetta;Meloetta (step Forme)メロエッタ;Melody Pokémon;['Serene Grace'];normal;psychic;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;128;30720;100;600;3;90;1250000;0.6;100;;648;77;77;128;6.5;5;1
Genesect;Genesectゲノセクト;Paleozoic Pokémon;['Download'];bug;steel;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;120;30720;0;600;3;95;1250000;1.5;71;;649;120;95;99;82.5;5;1
Chespin;Harimaronハリマロン;Spiky Nut Pokémon;"['Overgrow', 'Bulletproof']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;61;5120;70;313;45;65;1059860;0.4;56;88.1;650;48;45;38;9;6;0
Quilladin;Hariborgハリボーグ;Spiny Armor Pokémon;"['Overgrow', 'Bulletproof']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;78;5120;70;405;45;95;1059860;0.7;61;88.1;651;56;58;57;29;6;0
Chesnaught;Brigarronブリガロン;Spiny Armor Pokémon;"['Overgrow', 'Bulletproof']";grass;fighting;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;107;5120;70;530;45;122;1059860;1.6;88;88.1;652;74;75;64;90;6;0
Fennekin;Fokkoフォッコ;Fox Pokémon;"['Blaze', 'Magician']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;45;5120;70;307;45;40;1059860;0.4;40;88.1;653;62;60;60;9.4;6;0
Braixen;Tairenarテールナー;Fox Pokémon;"['Blaze', 'Magician']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;59;5120;70;409;45;58;1059860;1;59;88.1;654;90;70;73;14.5;6;0
Delphox;Mahoxyマフォクシー;Fox Pokémon;"['Blaze', 'Magician']";fire;psychic;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;69;5120;70;534;45;72;1059860;1.5;75;88.1;655;114;100;104;39;6;0
Froakie;Keromatsuケロマツ;Bubble Frog Pokémon;"['Torrent', 'Protean']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;56;5120;70;314;45;40;1059860;0.3;41;88.1;656;62;44;71;7;6;0
Frogadier;Gekogashiraゲコガシラ;Bubble Frog Pokémon;"['Torrent', 'Protean']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;63;5120;70;405;45;52;1059860;0.6;54;88.1;657;83;56;97;10.9;6;0
Greninja;Gekkougaゲッコウガ;Ninja Pokémon;"['Torrent', 'Protean', 'Battle Bond']";water;dark;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;145;5120;70;640;45;67;1059860;1.5;72;88.1;658;153;71;132;40;6;0
Bunnelby;Horubeeホルビー;Digging Pokémon;"['Pickup', 'Cheek Pouch', 'Huge Power']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;36;3840;70;237;255;38;1000000;0.4;38;50;659;32;36;57;5;6;0
Diggersby;Horudoホルード;Digging Pokémon;"['Pickup', 'Cheek Pouch', 'Huge Power']";normal;ground;1;1;1;0;1;2;1;1;0;2;1;2;1;0.5;1;0.5;1;2;56;3840;70;423;127;77;1000000;1;85;50;660;50;77;78;42.4;6;0
Fletchling;Yayakomaヤヤコマ;Tiny Robin Pokémon;"['Big Pecks', 'Gale Wings']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;50;3840;70;278;255;43;1059860;0.3;45;50;661;40;38;62;1.7;6;0
Fletchinder;Hinoyakomaヒノヤコマ;Ember Pokémon;"['Flame Body', 'Gale Wings']";fire;flying;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;73;3840;70;382;120;55;1059860;0.7;62;50;662;56;52;84;16;6;0
Talonflame;Fiarrowファイアロー;Scorching Pokémon;"['Flame Body', 'Gale Wings']";fire;flying;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;81;3840;70;499;45;71;1059860;1.2;78;50;663;74;69;126;24.5;6;0
Scatterbug;Kofukimushiコフキムシ;Scatterdust Pokémon;"['Shield Dust', 'Compoundeyes', 'Friend Guard']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;35;3840;70;200;255;40;1000000;0.3;38;50;664;27;25;35;2.5;6;0
Spewpa;Kofuuraiコフーライ;Scatterdust Pokémon;"['Shed Skin', 'Friend Guard']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;22;3840;70;213;120;60;1000000;0.3;45;50;665;27;30;29;8.4;6;0
Vivillon;Viviyonビビヨン;Scale Pokémon;"['Shield Dust', 'Compoundeyes', 'Friend Guard']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;52;3840;70;411;45;50;1000000;1.2;80;50;666;90;50;89;17;6;0
Litleo;Shishikoシシコ;Lion Cub Pokémon;"['Rivalry', 'Unnerve', 'Moxie']";fire;normal;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;50;5120;70;369;220;58;1059860;0.6;62;11.2;667;73;54;72;13.5;6;0
Pyroar;Kaenjishiカエンジシ;Royal Pokémon;"['Rivalry', 'Unnerve', 'Moxie']";fire;normal;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;68;5120;70;507;65;72;1059860;1.5;86;11.2;668;109;66;106;81.5;6;0
Flabébé;Flabebeフラベベ;Single Bloom Pokémon;"['Flower Veil', 'Symbiosis']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;38;5120;70;303;225;39;1000000;0.1;44;0;669;61;79;42;0.1;6;0
Floette;Floetteフラエッテ;Fairy Pokémon;"['Flower Veil', 'Symbiosis']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;551;120;67;1000000;0.2;74;0;670;125;128;92;0.9;6;0
Florges;Florgesフラージェス;Garden Pokémon;"['Flower Veil', 'Symbiosis']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;552;45;68;1000000;1.1;78;0;671;112;154;75;10;6;0
Skiddo;Meecleメェークル;Mount Pokémon;"['Sap Sipper', 'Grass Pelt']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;65;5120;70;350;200;48;1000000;0.9;66;50;672;62;57;52;31;6;0
Gogoat;Gogoatゴーゴート;Mount Pokémon;"['Sap Sipper', 'Grass Pelt']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;531;45;62;1000000;1.7;123;50;673;97;81;68;91;6;0
Pancham;Yanchamヤンチャム;Playful Pokémon;"['Iron Fist', 'Mold Breaker', 'Scrappy']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;82;6400;70;348;220;62;1000000;0.6;67;50;674;46;48;43;8;6;0
Pangoro;Gorondaゴロンダ;Daunting Pokémon;"['Iron Fist', 'Mold Breaker', 'Scrappy']";fighting;dark;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;124;6400;70;495;65;78;1000000;2.1;95;50;675;69;71;58;136;6;0
Furfrou;Trimmienトリミアン;Poodle Pokémon;['Fur Coat'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;472;160;60;1000000;1.2;75;50;676;65;90;102;28;6;0
Espurr;Nyasperニャスパー;Restraint Pokémon;"['Keen Eye', 'Infiltrator', 'Own Tempo']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;5120;70;355;190;54;1000000;0.3;62;50;677;63;60;68;3.5;6;0
Meowstic;Nyaonixニャオニクス;Constraint Pokémon;"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;5120;70;466;75;76;1000000;0.6;74;50;678;83;81;104;8.5;6;0
Honedge;Hitotsukiヒトツキ;Sword Pokémon;['No Guard'];steel;ghost;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;80;5120;70;325;180;100;1000000;0.8;45;50;679;35;37;28;2;6;0
Doublade;Nidangillニダンギル;Sword Pokémon;['No Guard'];steel;ghost;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;110;5120;70;448;90;150;1000000;0.8;59;50;680;45;49;35;4.5;6;0
Aegislash;Gillgardギルガルド;Royal Sword Pokémon;['Stance Change'];steel;ghost;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;150;5120;70;520;45;50;1000000;1.7;60;50;681;150;50;60;53;6;0
Spritzee;Shushupuシュシュプ;Perfume Pokémon;"['Healer', 'Aroma Veil']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;52;5120;70;341;200;60;1000000;0.2;78;50;682;63;65;23;0.5;6;0
Aromatisse;Frefuwanフレフワン;Fragrance Pokémon;"['Healer', 'Aroma Veil']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;72;5120;70;462;140;72;1000000;0.8;101;50;683;99;89;29;15.5;6;0
Swirlix;Peroppafuペロッパフ;Cotton Candy Pokémon;"['Sweet Veil', 'Unburden']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;48;5120;70;341;200;66;1000000;0.4;62;50;684;59;57;49;3.5;6;0
Slurpuff;Peroreamペロリーム;Meringue Pokémon;"['Sweet Veil', 'Unburden']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;80;5120;70;480;140;86;1000000;0.8;82;50;685;85;75;72;5;6;0
Inkay;Maaiikaマーイーカ;Revolving Pokémon;"['Contrary', 'Suction Cups', 'Infiltrator']";dark;psychic;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;54;5120;70;288;190;53;1000000;0.4;53;50;686;37;46;45;3.5;6;0
Malamar;Calamaneroカラマネロ;Overturning Pokémon;"['Contrary', 'Suction Cups', 'Infiltrator']";dark;psychic;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;92;5120;70;482;80;88;1000000;1.5;86;50;687;68;75;73;47;6;0
Binacle;Kameteteカメテテ;Two-Handed Pokémon;"['Tough Claws', 'Sniper', 'Pickpocket']";rock;water;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;52;5120;70;306;120;67;1000000;0.5;42;50;688;39;56;50;31;6;0
Barbaracle;Gamenodesガメノデス;Collective Pokémon;"['Tough Claws', 'Sniper', 'Pickpocket']";rock;water;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;105;5120;70;500;45;115;1000000;1.3;72;50;689;54;86;68;96;6;0
Skrelp;Kuzumoクズモー;Mock Kelp Pokémon;"['Poison Point', 'Poison Touch', 'Adaptability']";poison;water;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;60;5120;70;320;225;60;1000000;0.5;50;50;690;60;60;30;7.3;6;0
Dragalge;Dramidoroドラミドロ;Mock Kelp Pokémon;"['Poison Point', 'Poison Touch', 'Adaptability']";poison;dragon;0.5;1;2;0.5;1;0.5;0.5;1;1;0.25;2;2;1;0.5;2;1;1;0.5;75;5120;70;494;55;90;1000000;1.8;65;50;691;97;123;44;81.5;6;0
Clauncher;Udeppouウデッポウ;Water Gun Pokémon;['Mega Launcher'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;3840;70;330;225;62;1250000;0.5;50;50;692;58;63;44;8.3;6;0
Clawitzer;Blosterブロスター;Howitzer Pokémon;['Mega Launcher'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;73;3840;70;500;55;88;1250000;1.3;71;50;693;120;89;59;35.3;6;0
Helioptile;Erikiteruエリキテル;Generator Pokémon;"['Dry Skin', 'Sand Veil', 'Solar Power']";electric;normal;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;38;5120;70;289;190;33;1000000;0.5;44;50;694;61;43;70;6;6;0
Heliolisk;Elezardエレザード;Generator Pokémon;"['Dry Skin', 'Sand Veil', 'Solar Power']";electric;normal;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;55;5120;70;481;75;52;1000000;1;62;50;695;109;94;109;21;6;0
Tyrunt;Chigorasチゴラス;Royal Heir Pokémon;"['Strong Jaw', 'Sturdy']";rock;dragon;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;89;7680;70;362;45;77;1000000;0.8;58;88.1;696;45;45;48;26;6;0
Tyrantrum;Gachigorasガチゴラス;Despot Pokémon;"['Strong Jaw', 'Rock Head']";rock;dragon;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;121;7680;70;521;45;119;1000000;2.5;82;88.1;697;69;59;71;270;6;0
Amaura;Amarusアマルス;Tundra Pokémon;"['Refrigerate', 'Snow Warning']";rock;ice;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;59;7680;70;362;45;50;1000000;1.3;77;88.1;698;67;63;46;25.2;6;0
